d=1024	 lambda=16	 n=2048
2003	 2003	 False
2000	 2000	 False
2002	 2001	 False
2002	 2002	 False
2002	 2002	 False
1998	 1998	 False
2001	 2001	 False
2000	 2000	 False
1999	 2000	 False
2002	 2002	 False
2003	 2003	 False
2000	 2000	 False
2001	 2001	 False
2002	 2002	 False
2003	 2003	 False
2001	 2001	 False
2003	 2003	 False
2001	 2001	 False
1998	 1998	 False
2002	 2002	 False
2001	 2001	 False
2003	 2002	 False
2000	 2000	 False
2002	 2002	 False
2002	 2002	 False
2000	 1999	 False
run=18
2002	 2002	 False
2002	 2002	 False
2000	 1999	 False
2002	 2002	 False
2003	 2003	 False
2003	 2003	 False
1999	 1999	 False
2002	 2001	 False
2001	 2001	 False
2001	 2001	 False
2003	 2003	 False
2002	 2002	 False
1997	 1997	 False
2003	 2003	 False
2002	 2002	 False
2003	 2003	 False
1999	 1999	 False
2002	 2002	 False
2002	 2002	 False
2002	 2002	 False
2003	 2002	 False
2001	 2001	 False
1999	 1999	 False
2002	 2002	 False
2003	 2003	 False
1998	 1998	 False
2000	 2000	 False
1999	 1998	 False
2001	 2001	 False
2003	 2003	 False
2001	 2001	 False
2002	 2002	 False
2002	 2002	 False
1999	 1999	 False
2001	 2000	 False
2003	 2003	 False
2000	 2000	 False
1998	 1998	 False
2001	 2001	 False
2001	 2001	 False
2003	 2003	 False
2000	 2000	 False
2000	 2000	 False
2002	 2002	 False
2001	 2001	 False
run=19
1998	 1998	 False
1998	 1998	 False
2000	 2000	 False
2003	 2003	 False
1999	 1999	 False
1999	 1999	 False
2002	 2002	 False
2001	 2001	 False
2001	 2001	 False
2002	 2001	 False
2003	 2003	 False
2002	 2002	 False
2001	 2001	 False
2001	 2001	 False
2000	 2000	 False
2001	 2001	 False
2002	 2001	 False
2002	 2002	 False
2001	 2001	 False
2002	 2002	 False
2001	 2001	 False
2000	 2000	 False
1999	 1999	 False
2001	 2001	 False
2002	 2002	 False
2002	 2002	 False
1999	 1999	 False
2002	 2002	 False
2002	 2002	 False
2000	 2000	 False
2001	 2001	 False
2001	 2001	 False
2001	 2001	 False
2000	 2000	 False
2001	 2001	 False
2001	 2000	 False
2001	 2001	 False
1998	 1998	 False
2000	 2000	 False
2002	 2002	 False
2002	 2002	 False
2001	 2001	 False
2000	 2000	 False
2001	 2001	 False
2001	 2001	 False
run=20
2002	 2002	 False
2002	 2002	 False
2003	 2003	 False
2003	 2003	 False
2002	 2001	 False
2000	 2000	 False
2002	 2002	 False
2002	 2002	 False
2001	 2000	 False
1998	 1998	 False
1998	 1998	 False
2002	 2002	 False
2002	 2002	 False
2002	 2002	 False
2002	 2002	 False
2003	 2003	 False
2002	 2002	 False
2000	 2000	 False
2001	 2001	 False
2003	 2003	 False
2003	 2003	 False
2000	 2000	 False
2001	 2001	 False
1998	 1998	 False
2001	 2001	 False
2001	 2001	 False
2002	 2002	 False
2002	 2002	 False
2002	 2002	 False
2000	 2000	 False
2002	 2002	 False
2001	 2001	 False
2001	 2001	 False
2002	 2002	 False
2002	 2002	 False
2000	 2000	 False
2000	 2000	 False
2002	 2002	 False
2001	 2001	 False
2002	 2002	 False
2001	 2000	 False
1999	 1999	 False
2001	 2001	 False
2001	 2001	 False
2000	 2000	 False
run=21
2000	 2000	 False
2000	 2000	 False
2001	 2001	 False
2002	 2002	 False
2001	 2001	 False
2001	 2001	 False
2000	 2000	 False
1999	 1999	 False
2000	 2000	 False
2001	 2001	 False
2002	 2002	 False
2001	 2001	 False
2000	 2000	 False
2003	 2003	 False
2000	 1999	 False
2002	 2002	 False
2003	 2003	 False
2002	 2002	 False
2003	 2003	 False
2002	 2002	 False
2000	 2000	 False
2003	 2003	 False
2001	 2001	 False
1998	 1998	 False
2001	 2001	 False
2000	 2000	 False
2002	 2002	 False
2000	 2000	 False
2001	 2001	 False
2003	 2003	 False
2003	 2003	 False
2003	 2003	 False
2003	 2003	 False
2001	 2001	 False
2002	 2002	 False
2003	 2003	 False
1997	 1997	 False
2002	 2002	 False
1999	 1999	 False
2001	 2001	 False
2003	 2003	 False
2003	 2003	 False
2001	 2001	 False
2003	 2003	 False
2001	 2001	 False
run=22
2000	 2000	 False
2003	 2003	 False
2001	 2001	 False
2003	 2003	 False
2000	 1999	 False
2002	 2002	 False
1998	 1998	 False
2002	 2002	 False
2001	 2001	 False
2002	 2002	 False
2004	 2004	 True
2003	 2003	 False
1998	 1998	 False
1999	 1999	 False
2002	 2002	 False
2003	 2003	 False
1997	 1997	 False
2004	 2004	 True
2003	 2002	 False
2003	 2003	 False
2002	 2001	 False
2000	 2000	 False
2003	 2002	 False
2001	 2001	 False
2000	 2000	 False
2003	 2003	 False
2003	 2003	 False
2000	 2000	 False
2002	 2002	 False
2000	 2000	 False
2001	 2001	 False
2002	 2002	 False
2003	 2003	 False
2002	 2002	 False
2002	 2002	 False
2000	 2000	 False
2002	 2002	 False
2001	 2001	 False
1997	 1997	 False
2001	 2001	 False
2002	 2002	 False
1999	 1999	 False
2000	 2000	 False
2000	 2000	 False
2000	 2000	 False
run=23
2001	 2001	 False
2000	 2000	 False
2003	 2003	 False
2002	 2002	 False
1999	 1999	 False
2000	 2000	 False
2001	 2001	 False
2000	 2000	 False
2000	 2000	 False
2002	 2002	 False
2001	 2001	 False
2003	 2003	 False
2000	 1999	 False
2002	 2002	 False
2001	 2001	 False
2002	 2002	 False
2001	 2001	 False
1999	 1999	 False
2001	 2001	 False
2001	 2001	 False
1999	 1999	 False
2001	 2001	 False
2000	 2000	 False
1999	 1998	 False
2000	 2000	 False
2001	 2001	 False
2003	 2003	 False
2000	 2000	 False
2002	 2002	 False
2002	 2002	 False
2001	 2001	 False
2001	 2001	 False
2000	 2000	 False
2001	 2000	 False
2001	 2001	 False
2001	 2001	 False
2002	 2002	 False
2001	 2001	 False
2001	 2001	 False
2001	 2001	 False
2000	 2000	 False
2000	 2000	 False
2002	 2002	 False
2000	 2000	 False
2002	 2002	 False
run=24
2002	 2002	 False
2002	 2002	 False
2001	 2001	 False
2002	 2002	 False
2001	 2001	 False
2001	 2001	 False
2002	 2002	 False
2001	 2001	 False
2001	 2001	 False
2003	 2003	 False
2000	 2000	 False
2002	 2002	 False
2002	 2002	 False
2003	 2003	 False
2001	 2001	 False
2002	 2002	 False
2003	 2003	 False
2002	 2002	 False
2000	 2000	 False
2001	 2001	 False
2001	 2001	 False
2000	 2000	 False
2000	 2000	 False
2001	 2001	 False
2001	 2001	 False
2000	 2000	 False
1999	 1999	 False
2000	 2000	 False
2001	 2001	 False
2001	 2001	 False
2001	 2001	 False
2002	 2002	 False
1997	 1997	 False
2001	 2001	 False
2002	 2002	 False
2003	 2003	 False
2003	 2003	 False
2002	 2002	 False
2001	 2001	 False
2003	 2003	 False
1998	 1998	 False
2000	 2000	 False
2001	 2001	 False
2001	 2001	 False
1998	 1998	 False
run=25
2001	 2001	 False
2002	 2001	 False
2002	 2002	 False
2001	 2001	 False
2000	 2000	 False
2001	 2001	 False
2000	 2000	 False
2001	 2001	 False
2001	 2001	 False
2002	 2002	 False
2001	 2001	 False
2002	 2002	 False
2000	 2000	 False
2001	 2001	 False
2003	 2003	 False
2003	 2003	 False
2002	 2002	 False
1999	 1999	 False
2003	 2003	 False
2002	 2002	 False
2002	 2002	 False
2003	 2003	 False
2003	 2003	 False
2000	 2000	 False
2001	 2001	 False
2000	 2000	 False
2002	 2002	 False
1998	 1998	 False
2001	 2000	 False
2002	 2001	 False
2003	 2003	 False
2002	 2002	 False
2000	 2000	 False
2000	 2000	 False
2003	 2003	 False
2001	 2001	 False
2003	 2003	 False
1998	 1998	 False
2000	 2000	 False
2002	 2002	 False
2003	 2003	 False
2002	 2002	 False
1998	 1998	 False
2003	 2003	 False
2002	 2002	 False
run=26
2001	 2000	 False
2001	 2001	 False
1999	 1999	 False
2003	 2003	 False
2000	 2000	 False
2001	 2001	 False
2001	 2001	 False
2000	 1999	 False
2000	 2000	 False
2000	 1999	 False
2000	 2000	 False
2002	 2002	 False
1998	 1998	 False
2001	 2001	 False
2000	 2000	 False
2001	 2001	 False
2002	 2002	 False
2003	 2003	 False
2002	 2002	 False
2000	 2000	 False
2001	 2001	 False
2001	 2001	 False
2001	 2001	 False
2000	 2000	 False
2002	 2002	 False
2001	 2001	 False
2002	 2002	 False
2000	 2000	 False
2001	 2001	 False
2000	 2000	 False
2001	 2001	 False
2001	 2001	 False
1998	 1997	 False
2000	 2000	 False
2002	 2002	 False
2001	 2001	 False
2001	 2001	 False
2001	 2001	 False
2002	 2001	 False
1999	 1999	 False
2003	 2003	 False
2000	 2000	 False
2002	 2002	 False
2000	 2000	 False
1998	 1998	 False
run=27
2002	 2002	 False
2002	 2002	 False
1998	 1998	 False
2000	 2000	 False
2001	 2001	 False
2002	 2002	 False
1999	 1999	 False
2001	 2001	 False
2001	 2001	 False
2003	 2003	 False
2000	 2000	 False
2002	 2002	 False
2001	 2001	 False
1999	 1999	 False
2000	 2000	 False
2002	 2002	 False
2000	 2000	 False
2001	 2001	 False
2002	 2002	 False
1999	 1999	 False
2002	 2002	 False
1998	 1998	 False
2000	 2000	 False
2003	 2003	 False
2002	 2002	 False
2000	 2000	 False
2002	 2002	 False
2000	 2000	 False
2000	 2000	 False
2001	 2001	 False
2003	 2003	 False
2001	 2001	 False
1998	 1998	 False
2002	 2002	 False
2003	 2003	 False
2001	 2001	 False
1999	 1998	 False
2000	 2000	 False
2002	 2002	 False
2000	 2000	 False
1998	 1998	 False
2000	 2000	 False
2002	 2002	 False
2002	 2002	 False
2002	 2001	 False
run=28
2003	 2003	 False
2000	 2000	 False
2001	 2001	 False
2000	 2000	 False
2001	 2001	 False
2002	 2002	 False
2000	 2000	 False
2002	 2002	 False
2001	 2001	 False
1998	 1998	 False
2003	 2003	 False
2000	 2000	 False
2002	 2002	 False
2002	 2001	 False
2002	 2002	 False
2001	 2000	 False
2000	 2000	 False
2002	 2002	 False
2001	 2001	 False
1996	 1996	 False
2002	 2002	 False
2002	 2002	 False
2000	 2000	 False
2000	 2000	 False
2001	 2001	 False
2001	 2001	 False
2000	 2000	 False
2001	 2001	 False
2002	 2002	 False
2000	 2000	 False
1999	 1999	 False
1999	 1999	 False
1999	 1999	 False
1999	 1999	 False
2001	 2001	 False
2003	 2003	 False
1997	 1997	 False
2002	 2002	 False
2001	 2001	 False
1999	 1999	 False
2001	 2000	 False
2000	 2000	 False
2001	 2001	 False
2001	 2001	 False
2003	 2003	 False
run=29
1999	 1998	 False
2000	 2000	 False
1999	 1999	 False
2002	 2001	 False
2000	 2000	 False
2003	 2003	 False
2002	 2002	 False
2001	 2001	 False
2003	 2003	 False
2003	 2003	 False
2003	 2003	 False
2001	 2001	 False
2002	 2002	 False
2002	 2002	 False
2001	 2001	 False
2001	 2001	 False
2001	 2001	 False
2003	 2003	 False
2003	 2003	 False
2001	 2001	 False
2002	 2002	 False
2001	 2001	 False
2002	 2002	 False
2001	 2001	 False
2001	 2001	 False
2001	 2001	 False
2000	 2000	 False
2003	 2003	 False
2003	 2003	 False
2001	 2001	 False
2001	 2001	 False
2001	 2001	 False
2001	 2001	 False
1999	 1998	 False
2003	 2003	 False
2002	 2002	 False
2001	 2001	 False
2003	 2003	 False
2000	 1999	 False
1999	 1999	 False
2001	 2001	 False
1997	 1997	 False
1999	 1999	 False
2001	 2001	 False
1998	 1998	 False
run=30
2001	 2001	 False
2003	 2003	 False
2002	 2000	 False
2002	 2002	 False
2001	 2000	 False
2002	 2002	 False
2002	 2002	 False
2000	 2000	 False
2000	 2000	 False
1999	 1999	 False
1998	 1998	 False
2001	 2001	 False
2002	 2002	 False
2001	 2001	 False
2003	 2003	 False
1997	 1997	 False
2002	 2002	 False
1998	 1998	 False
2000	 2000	 False
2001	 2001	 False
2001	 2001	 False
2002	 2002	 False
2002	 2002	 False
1997	 1997	 False
2001	 2001	 False
2002	 2002	 False
2000	 2000	 False
2001	 2001	 False
2002	 2002	 False
1999	 1999	 False
2000	 2000	 False
2002	 2002	 False
2002	 2002	 False
2002	 2002	 False
2002	 2002	 False
2003	 2003	 False
2003	 2003	 False
2000	 2000	 False
2000	 2000	 False
1997	 1997	 False
2001	 2001	 False
2001	 2001	 False
2002	 2002	 False
2000	 2000	 False
2002	 2002	 False
run=31
2001	 2001	 False
1999	 1999	 False
2001	 2001	 False
2002	 2002	 False
2002	 2002	 False
2002	 2002	 False
2003	 2003	 False
2001	 2001	 False
2000	 2000	 False
2001	 2001	 False
2000	 2000	 False
2000	 2000	 False
2003	 2002	 False
2002	 2002	 False
2000	 2000	 False
2000	 2000	 False
2001	 2001	 False
1997	 1997	 False
1998	 1998	 False
2000	 2000	 False
2001	 2001	 False
2000	 2000	 False
2000	 2000	 False
2001	 2001	 False
2003	 2003	 False
1999	 1999	 False
1998	 1998	 False
1998	 1998	 False
2000	 1999	 False
1999	 1999	 False
2003	 2003	 False
2000	 2000	 False
1998	 1998	 False
2002	 2002	 False
2001	 2001	 False
2001	 2001	 False
2002	 2002	 False
2002	 2002	 False
1999	 1999	 False
2002	 2002	 False
2000	 2000	 False
2000	 2000	 False
2002	 2002	 False
1999	 1999	 False
2003	 2003	 False
d=2	 lambda=22	 n=2048
run=0
2044	 2044	 False
2042	 2042	 False
2043	 2043	 False
2044	 2044	 False
2045	 2045	 False
2044	 2044	 False
2046	 2046	 False
2046	 2046	 False
2044	 2044	 False
2043	 2043	 False
2045	 2045	 False
2044	 2044	 False
2046	 2046	 False
2045	 2045	 False
2044	 2044	 False
2044	 2044	 False
2045	 2045	 False
2044	 2044	 False
2043	 2042	 False
2046	 2046	 False
2045	 2045	 False
2046	 2046	 False
run=1
2045	 2045	 False
2045	 2045	 False
2043	 2043	 False
2044	 2044	 False
2047	 2047	 True
2043	 2043	 False
2045	 2045	 False
2044	 2044	 False
2042	 2042	 False
2046	 2045	 False
2042	 2042	 False
2044	 2044	 False
2045	 2045	 False
2044	 2044	 False
2044	 2044	 False
2044	 2044	 False
2043	 2043	 False
2045	 2045	 False
2045	 2045	 False
2046	 2046	 False
2043	 2043	 False
2044	 2044	 False
run=2
2045	 2045	 False
2045	 2044	 False
2044	 2044	 False
2044	 2044	 False
2046	 2046	 False
2045	 2045	 False
2045	 2045	 False
2044	 2044	 False
2046	 2045	 False
2045	 2045	 False
2044	 2044	 False
2046	 2046	 False
2044	 2044	 False
2040	 2040	 False
2045	 2045	 False
2043	 2043	 False
2044	 2044	 False
2043	 2043	 False
2045	 2045	 False
2043	 2043	 False
2046	 2046	 False
2041	 2041	 False
run=3
2045	 2045	 False
2044	 2044	 False
2045	 2045	 False
2046	 2046	 False
2044	 2044	 False
2044	 2044	 False
2042	 2042	 False
2045	 2045	 False
2044	 2044	 False
2041	 2041	 False
2044	 2044	 False
2043	 2043	 False
2044	 2044	 False
2045	 2045	 False
2045	 2045	 False
2044	 2044	 False
2044	 2044	 False
2045	 2045	 False
2044	 2044	 False
2045	 2045	 False
2043	 2043	 False
2044	 2044	 False
run=4
2046	 2046	 False
2041	 2041	 False
2045	 2045	 False
2044	 2043	 False
2046	 2046	 False
2046	 2046	 False
2044	 2043	 False
2043	 2043	 False
2045	 2045	 False
2046	 2046	 False
2045	 2045	 False
2044	 2044	 False
2042	 2042	 False
2045	 2043	 False
2042	 2042	 False
2041	 2041	 False
2042	 2042	 False
2043	 2043	 False
2045	 2045	 False
2043	 2043	 False
2043	 2043	 False
2042	 2042	 False
run=5
2045	 2045	 False
2042	 2042	 False
2045	 2045	 False
2045	 2045	 False
2046	 2046	 False
2045	 2044	 False
2042	 2042	 False
2045	 2045	 False
2043	 2042	 False
2043	 2043	 False
2046	 2046	 False
2046	 2046	 False
2044	 2044	 False
2047	 2047	 True
2046	 2046	 False
2044	 2044	 False
2044	 2044	 False
2045	 2044	 False
2043	 2043	 False
2041	 2041	 False
2044	 2044	 False
2044	 2044	 False
run=6
2043	 2043	 False
2043	 2043	 False
2042	 2042	 False
2043	 2043	 False
2045	 2045	 False
2045	 2045	 False
2040	 2040	 False
2044	 2044	 False
2045	 2045	 False
2045	 2045	 False
2044	 2044	 False
2045	 2045	 False
2045	 2044	 False
2044	 2044	 False
2044	 2044	 False
2044	 2044	 False
2045	 2045	 False
2045	 2045	 False
2040	 2040	 False
2043	 2043	 False
2043	 2043	 False
2045	 2044	 False
run=7
2045	 2045	 False
2045	 2045	 False
2044	 2044	 False
2042	 2042	 False
2044	 2044	 False
2045	 2045	 False
2042	 2042	 False
2046	 2046	 False
2045	 2045	 False
2042	 2042	 False
2045	 2045	 False
2043	 2043	 False
2046	 2046	 False
2045	 2045	 False
2046	 2046	 False
2044	 2044	 False
2045	 2045	 False
2044	 2044	 False
2042	 2042	 False
2045	 2045	 False
2042	 2042	 False
2046	 2046	 False
run=8
2045	 2045	 False
2042	 2041	 False
2045	 2045	 False
2045	 2045	 False
2043	 2043	 False
2041	 2041	 False
2046	 2046	 False
2046	 2046	 False
2046	 2046	 False
2044	 2044	 False
2041	 2041	 False
2042	 2042	 False
2046	 2046	 False
2043	 2043	 False
2046	 2046	 False
2044	 2044	 False
2045	 2045	 False
2045	 2045	 False
2044	 2044	 False
2045	 2045	 False
2041	 2041	 False
2044	 2044	 False
run=9
2044	 2044	 False
2045	 2045	 False
2046	 2045	 False
2044	 2044	 False
2043	 2043	 False
2044	 2044	 False
2044	 2044	 False
2044	 2044	 False
2046	 2045	 False
2044	 2044	 False
2044	 2044	 False
2044	 2044	 False
2043	 2043	 False
2044	 2044	 False
2046	 2046	 False
2044	 2044	 False
2042	 2041	 False
2045	 2045	 False
2044	 2044	 False
2044	 2044	 False
2046	 2046	 False
2044	 2044	 False
run=10
2043	 2043	 False
2043	 2043	 False
2044	 2044	 False
2045	 2045	 False
2042	 2042	 False
2043	 2043	 False
2043	 2043	 False
2046	 2046	 False
2044	 2044	 False
2045	 2045	 False
2042	 2041	 False
2042	 2042	 False
2043	 2042	 False
2045	 2045	 False
2045	 2045	 False
2044	 2044	 False
2043	 2043	 False
2043	 2043	 False
2046	 2046	 False
2044	 2044	 False
2043	 2043	 False
2043	 2043	 False
run=11
2046	 2046	 False
2043	 2043	 False
2046	 2046	 False
2044	 2044	 False
2043	 2043	 False
2044	 2044	 False
2044	 2044	 False
2044	 2044	 False
2044	 2043	 False
2044	 2044	 False
2044	 2044	 False
2042	 2042	 False
2045	 2045	 False
2044	 2044	 False
2044	 2044	 False
2042	 2042	 False
2045	 2045	 False
2045	 2045	 False
2042	 2042	 False
2043	 2043	 False
2044	 2044	 False
2044	 2044	 False
run=12
2045	 2045	 False
2045	 2045	 False
2046	 2046	 False
2041	 2041	 False
2044	 2044	 False
2043	 2043	 False
2040	 2040	 False
2043	 2043	 False
2044	 2044	 False
2044	 2044	 False
2042	 2042	 False
2043	 2043	 False
2045	 2045	 False
2043	 2043	 False
2046	 2046	 False
2044	 2044	 False
2044	 2044	 False
2043	 2043	 False
2045	 2045	 False
2044	 2044	 False
2043	 2043	 False
2042	 2042	 False
run=13
2044	 2044	 False
2043	 2043	 False
2046	 2046	 False
2043	 2043	 False
2045	 2045	 False
2042	 2042	 False
2042	 2042	 False
2044	 2044	 False
2045	 2045	 False
2044	 2044	 False
2045	 2045	 False
2043	 2043	 False
2044	 2044	 False
2046	 2046	 False
2044	 2044	 False
2043	 2043	 False
2043	 2043	 False
2044	 2044	 False
2044	 2044	 False
2044	 2044	 False
2045	 2045	 False
2045	 2045	 False
run=14
2046	 2046	 False
2043	 2043	 False
2045	 2045	 False
2045	 2045	 False
2045	 2045	 False
2045	 2045	 False
2044	 2044	 False
2045	 2045	 False
2044	 2044	 False
2044	 2044	 False
2046	 2046	 False
2044	 2044	 False
2044	 2044	 False
2042	 2042	 False
2046	 2046	 False
2044	 2044	 False
2043	 2043	 False
2043	 2043	 False
2044	 2044	 False
2046	 2046	 False
2045	 2045	 False
2045	 2044	 False
run=15
2045	 2044	 False
2043	 2043	 False
2045	 2045	 False
2045	 2045	 False
2041	 2041	 False
2046	 2046	 False
2044	 2043	 False
2044	 2044	 False
2044	 2044	 False
2044	 2044	 False
2041	 2041	 False
2045	 2044	 False
2044	 2044	 False
2043	 2043	 False
2047	 2047	 True
2045	 2044	 False
2046	 2046	 False
2046	 2046	 False
2045	 2045	 False
2046	 2046	 False
2044	 2044	 False
2045	 2045	 False
run=16
2042	 2042	 False
2044	 2044	 False
2046	 2046	 False
2042	 2042	 False
2046	 2046	 False
2044	 2044	 False
2045	 2045	 False
2043	 2043	 False
2047	 2047	 True
2044	 2044	 False
2044	 2044	 False
2044	 2044	 False
2045	 2045	 False
2044	 2044	 False
2045	 2045	 False
2045	 2045	 False
2044	 2044	 False
2045	 2045	 False
2043	 2043	 False
2044	 2044	 False
2040	 2040	 False
2046	 2046	 False
run=17
2044	 2044	 False
2046	 2046	 False
2044	 2044	 False
2045	 2045	 False
2044	 2044	 False
2045	 2045	 False
2045	 2045	 False
2045	 2045	 False
2043	 2043	 False
2046	 2046	 False
2046	 2046	 False
2045	 2045	 False
2046	 2046	 False
2046	 2046	 False
2042	 2042	 False
2044	 2044	 False
2042	 2041	 False
2045	 2045	 False
2044	 2044	 False
2044	 2044	 False
2046	 2046	 False
2046	 2046	 False
run=18
2042	 2042	 False
2045	 2045	 False
2044	 2044	 False
2046	 2046	 False
2043	 2042	 False
2044	 2044	 False
2044	 2044	 False
2041	 2041	 False
2046	 2046	 False
2042	 2042	 False
2045	 2045	 False
2045	 2045	 False
2045	 2045	 False
2043	 2043	 False
2042	 2042	 False
2040	 2040	 False
2043	 2042	 False
2043	 2043	 False
2044	 2044	 False
2042	 2042	 False
2043	 2043	 False
2043	 2043	 False
run=19
2043	 2043	 False
2044	 2044	 False
2044	 2044	 False
2042	 2042	 False
2043	 2043	 False
2045	 2045	 False
2046	 2046	 False
2043	 2043	 False
2044	 2044	 False
2042	 2042	 False
2044	 2044	 False
2045	 2045	 False
2043	 2043	 False
2044	 2044	 False
2043	 2043	 False
2042	 2042	 False
2044	 2044	 False
2042	 2042	 False
2045	 2045	 False
2044	 2044	 False
2042	 2041	 False
2045	 2045	 False
run=20
2043	 2043	 False
2046	 2046	 False
2042	 2042	 False
2044	 2044	 False
2044	 2044	 False
2043	 2042	 False
2044	 2044	 False
2046	 2046	 False
2043	 2043	 False
2046	 2046	 False
2043	 2043	 False
2045	 2045	 False
2041	 2041	 False
2043	 2043	 False
2042	 2042	 False
2043	 2043	 False
2043	 2043	 False
2042	 2042	 False
2045	 2045	 False
2043	 2043	 False
2042	 2042	 False
2045	 2044	 False
run=21
2044	 2044	 False
2044	 2044	 False
2041	 2041	 False
2043	 2043	 False
2045	 2045	 False
2046	 2046	 False
2045	 2045	 False
2041	 2041	 False
2045	 2045	 False
2044	 2044	 False
2042	 2042	 False
2045	 2045	 False
2045	 2045	 False
2044	 2044	 False
2045	 2045	 False
2044	 2044	 False
2044	 2044	 False
2046	 2046	 False
2043	 2043	 False
2045	 2045	 False
2046	 2046	 False
2040	 2039	 False
run=22
2045	 2045	 False
2042	 2042	 False
2044	 2044	 False
2046	 2046	 False
2045	 2045	 False
2045	 2045	 False
2043	 2043	 False
2046	 2046	 False
2044	 2044	 False
2041	 2041	 False
2046	 2046	 False
2044	 2044	 False
2045	 2045	 False
2042	 2042	 False
2046	 2046	 False
2041	 2040	 False
2043	 2043	 False
2043	 2043	 False
2043	 2043	 False
2046	 2046	 False
2044	 2043	 False
2044	 2044	 False
run=23
2044	 2044	 False
2046	 2046	 False
2046	 2045	 False
2045	 2045	 False
2041	 2041	 False
2043	 2043	 False
2042	 2042	 False
2044	 2043	 False
2043	 2043	 False
2046	 2046	 False
2039	 2039	 False
2043	 2043	 False
2045	 2045	 False
2045	 2045	 False
2044	 2044	 False
2043	 2043	 False
2045	 2045	 False
2044	 2044	 False
2042	 2042	 False
2042	 2042	 False
2044	 2044	 False
2046	 2046	 False
run=24
2042	 2042	 False
2044	 2044	 False
2045	 2045	 False
2046	 2046	 False
2045	 2045	 False
2045	 2045	 False
2043	 2042	 False
2043	 2043	 False
2044	 2044	 False
2045	 2045	 False
2043	 2043	 False
2045	 2045	 False
2044	 2044	 False
2044	 2044	 False
2045	 2045	 False
2042	 2042	 False
2045	 2044	 False
2042	 2042	 False
2045	 2045	 False
2046	 2046	 False
2039	 2039	 False
2044	 2044	 False
run=25
2042	 2042	 False
2044	 2044	 False
2044	 2044	 False
2043	 2043	 False
2044	 2044	 False
2045	 2045	 False
2042	 2042	 False
2044	 2044	 False
2044	 2044	 False
2045	 2045	 False
2044	 2044	 False
2046	 2046	 False
2045	 2045	 False
2043	 2043	 False
2041	 2041	 False
2046	 2046	 False
2045	 2045	 False
2044	 2043	 False
2044	 2044	 False
2043	 2042	 False
2043	 2042	 False
2044	 2044	 False
run=26
2046	 2046	 False
2044	 2044	 False
2043	 2043	 False
2044	 2044	 False
2044	 2044	 False
2043	 2043	 False
2042	 2042	 False
2044	 2044	 False
2045	 2045	 False
2044	 2044	 False
2044	 2044	 False
2045	 2045	 False
2044	 2044	 False
2042	 2042	 False
2043	 2043	 False
2044	 2044	 False
2044	 2044	 False
2043	 2043	 False
2045	 2045	 False
2045	 2045	 False
2043	 2043	 False
2045	 2045	 False
run=27
2041	 2041	 False
2044	 2042	 False
2046	 2046	 False
2045	 2045	 False
2044	 2044	 False
2044	 2044	 False
2044	 2044	 False
2045	 2045	 False
2043	 2043	 False
2041	 2041	 False
2043	 2043	 False
2045	 2045	 False
2043	 2043	 False
2045	 2045	 False
2046	 2046	 False
2046	 2046	 False
2045	 2045	 False
2045	 2045	 False
2043	 2043	 False
2044	 2044	 False
2047	 2047	 True
2046	 2046	 False
run=28
2043	 2043	 False
2045	 2045	 False
2044	 2043	 False
2044	 2044	 False
2044	 2043	 False
2043	 2043	 False
2044	 2044	 False
2041	 2041	 False
2042	 2042	 False
2043	 2043	 False
2042	 2042	 False
2045	 2045	 False
2043	 2043	 False
2043	 2043	 False
2045	 2044	 False
2046	 2046	 False
2044	 2044	 False
2043	 2043	 False
2045	 2045	 False
2043	 2043	 False
2043	 2043	 False
2044	 2044	 False
run=29
2046	 2046	 False
2044	 2044	 False
2046	 2046	 False
2044	 2044	 False
2043	 2043	 False
2043	 2043	 False
2044	 2044	 False
2044	 2044	 False
2045	 2045	 False
2044	 2044	 False
2046	 2046	 False
2045	 2045	 False
2042	 2042	 False
2042	 2042	 False
2045	 2045	 False
2046	 2046	 False
2045	 2045	 False
2045	 2045	 False
2046	 2046	 False
2043	 2043	 False
2045	 2045	 False
2045	 2045	 False
run=30
2043	 2043	 False
2045	 2045	 False
2045	 2045	 False
2043	 2043	 False
2044	 2043	 False
2045	 2045	 False
2042	 2042	 False
2045	 2044	 False
2045	 2045	 False
2041	 2041	 False
2046	 2046	 False
2043	 2043	 False
2042	 2042	 False
2045	 2045	 False
2046	 2046	 False
2043	 2043	 False
2041	 2041	 False
2045	 2045	 False
2044	 2044	 False
2045	 2045	 False
2046	 2046	 False
2045	 2045	 False
run=31
2046	 2046	 False
2045	 2045	 False
2045	 2045	 False
2045	 2045	 False
2044	 2044	 False
2044	 2044	 False
2043	 2043	 False
2043	 2043	 False
2044	 2044	 False
2043	 2042	 False
2040	 2039	 False
2046	 2046	 False
2041	 2041	 False
2044	 2044	 False
2041	 2040	 False
2044	 2044	 False
2045	 2045	 False
2046	 2046	 False
2045	 2045	 False
2041	 2041	 False
2042	 2042	 False
2046	 2045	 False
